paper_id,doi,title,field,coded_value,source_quotation,source_location
W050,10.1109/icrom57054.2022.10025071,Stress Assessment with Convolutional Neural Network Using PPG Signals,split_type,subject_dependent,"[Methods] ""The CNN will be trained by only one person’s PPG and therefore we want to classify each person’s stress separately. for this purpose, we consider 40% of each person’s PPG for training and the remaining for test."" ""Finally, all 15 subjects were investigated."" [Results] ""The WESAD dataset. The simulated results showed an accuracy of 96.7% to distinguish whether the subject is under stress or does not have any stress.""",Methods §V; Results
W052,10.1109/metroind4.0iot57462.2023.10180143,Affective state classification using timing-related features from short windowed PPG signal,window_seconds,10,"[window_seconds,window_overlap_pct] ""the filtered PPG signal was split into 10 seconds windows with 3 seconds overlap between windows to further increase the number of samples. The window length was chosen as described to extract the highest number of windows from the entire signal, maintaining the time information of the signal within the single window. A small overlap value ensures independence between samples and a better generalization of the model during the affective state prediction. On the contrary, a long overlap can lead to similarity between samples. In this study, a 30% overlap was chosen being the best compromise""; [normalization,normalization_source,evaluated_recording_stats] ""Each window was normalized using the z-score normalization. This resulted in a signal having the same normal distribution with zero mean and unit standard deviation between windows and subjects.""; [split_type,n_train_subjects,n_test_subjects] ""The dataset was randomly split into 70% for training and 30% for testing based on the number of subjects. Therefore, 11 subjects were used for the training and the remaining 4 subjects were considered for the testing phase.""; [metric_aggregation] ""The performance of the model was then evaluated on the test data considering the subjects both individually and merged, in order to assess the model performance in the different scenarios.""; [feature_type,modalities] ""17 timing-related features were extracted from the signal, which were then used to classify the affective state and are reported in TABLE I.""; [model_family] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""; [modalities] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""",§III-A Data preprocessing (PDF p. 2); §III-B Features Extraction (PDF p. 3); §III-C1 Training and testing data (PDF p. 3); §III-C3 Classification Algorithms (PDF p. 4); §III-C3 Classification algorithms (PDF p. 4)
W052,10.1109/metroind4.0iot57462.2023.10180143,Affective state classification using timing-related features from short windowed PPG signal,window_overlap_pct,30,"[window_seconds,window_overlap_pct] ""the filtered PPG signal was split into 10 seconds windows with 3 seconds overlap between windows to further increase the number of samples. The window length was chosen as described to extract the highest number of windows from the entire signal, maintaining the time information of the signal within the single window. A small overlap value ensures independence between samples and a better generalization of the model during the affective state prediction. On the contrary, a long overlap can lead to similarity between samples. In this study, a 30% overlap was chosen being the best compromise""; [normalization,normalization_source,evaluated_recording_stats] ""Each window was normalized using the z-score normalization. This resulted in a signal having the same normal distribution with zero mean and unit standard deviation between windows and subjects.""; [split_type,n_train_subjects,n_test_subjects] ""The dataset was randomly split into 70% for training and 30% for testing based on the number of subjects. Therefore, 11 subjects were used for the training and the remaining 4 subjects were considered for the testing phase.""; [metric_aggregation] ""The performance of the model was then evaluated on the test data considering the subjects both individually and merged, in order to assess the model performance in the different scenarios.""; [feature_type,modalities] ""17 timing-related features were extracted from the signal, which were then used to classify the affective state and are reported in TABLE I.""; [model_family] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""; [modalities] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""",§III-A Data preprocessing (PDF p. 2); §III-B Features Extraction (PDF p. 3); §III-C1 Training and testing data (PDF p. 3); §III-C3 Classification Algorithms (PDF p. 4); §III-C3 Classification algorithms (PDF p. 4)
W052,10.1109/metroind4.0iot57462.2023.10180143,Affective state classification using timing-related features from short windowed PPG signal,split_type,fixed_subject_holdout,"[window_seconds,window_overlap_pct] ""the filtered PPG signal was split into 10 seconds windows with 3 seconds overlap between windows to further increase the number of samples. The window length was chosen as described to extract the highest number of windows from the entire signal, maintaining the time information of the signal within the single window. A small overlap value ensures independence between samples and a better generalization of the model during the affective state prediction. On the contrary, a long overlap can lead to similarity between samples. In this study, a 30% overlap was chosen being the best compromise""; [normalization,normalization_source,evaluated_recording_stats] ""Each window was normalized using the z-score normalization. This resulted in a signal having the same normal distribution with zero mean and unit standard deviation between windows and subjects.""; [split_type,n_train_subjects,n_test_subjects] ""The dataset was randomly split into 70% for training and 30% for testing based on the number of subjects. Therefore, 11 subjects were used for the training and the remaining 4 subjects were considered for the testing phase.""; [metric_aggregation] ""The performance of the model was then evaluated on the test data considering the subjects both individually and merged, in order to assess the model performance in the different scenarios.""; [feature_type,modalities] ""17 timing-related features were extracted from the signal, which were then used to classify the affective state and are reported in TABLE I.""; [model_family] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""; [modalities] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""",§III-A Data preprocessing (PDF p. 2); §III-B Features Extraction (PDF p. 3); §III-C1 Training and testing data (PDF p. 3); §III-C3 Classification Algorithms (PDF p. 4); §III-C3 Classification algorithms (PDF p. 4)
W052,10.1109/metroind4.0iot57462.2023.10180143,Affective state classification using timing-related features from short windowed PPG signal,metric_aggregation,individual subjects and pooled test subjects,"[window_seconds,window_overlap_pct] ""the filtered PPG signal was split into 10 seconds windows with 3 seconds overlap between windows to further increase the number of samples. The window length was chosen as described to extract the highest number of windows from the entire signal, maintaining the time information of the signal within the single window. A small overlap value ensures independence between samples and a better generalization of the model during the affective state prediction. On the contrary, a long overlap can lead to similarity between samples. In this study, a 30% overlap was chosen being the best compromise""; [normalization,normalization_source,evaluated_recording_stats] ""Each window was normalized using the z-score normalization. This resulted in a signal having the same normal distribution with zero mean and unit standard deviation between windows and subjects.""; [split_type,n_train_subjects,n_test_subjects] ""The dataset was randomly split into 70% for training and 30% for testing based on the number of subjects. Therefore, 11 subjects were used for the training and the remaining 4 subjects were considered for the testing phase.""; [metric_aggregation] ""The performance of the model was then evaluated on the test data considering the subjects both individually and merged, in order to assess the model performance in the different scenarios.""; [feature_type,modalities] ""17 timing-related features were extracted from the signal, which were then used to classify the affective state and are reported in TABLE I.""; [model_family] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""; [modalities] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""",§III-A Data preprocessing (PDF p. 2); §III-B Features Extraction (PDF p. 3); §III-C1 Training and testing data (PDF p. 3); §III-C3 Classification Algorithms (PDF p. 4); §III-C3 Classification algorithms (PDF p. 4)
W052,10.1109/metroind4.0iot57462.2023.10180143,Affective state classification using timing-related features from short windowed PPG signal,normalization_source,current window,"[window_seconds,window_overlap_pct] ""the filtered PPG signal was split into 10 seconds windows with 3 seconds overlap between windows to further increase the number of samples. The window length was chosen as described to extract the highest number of windows from the entire signal, maintaining the time information of the signal within the single window. A small overlap value ensures independence between samples and a better generalization of the model during the affective state prediction. On the contrary, a long overlap can lead to similarity between samples. In this study, a 30% overlap was chosen being the best compromise""; [normalization,normalization_source,evaluated_recording_stats] ""Each window was normalized using the z-score normalization. This resulted in a signal having the same normal distribution with zero mean and unit standard deviation between windows and subjects.""; [split_type,n_train_subjects,n_test_subjects] ""The dataset was randomly split into 70% for training and 30% for testing based on the number of subjects. Therefore, 11 subjects were used for the training and the remaining 4 subjects were considered for the testing phase.""; [metric_aggregation] ""The performance of the model was then evaluated on the test data considering the subjects both individually and merged, in order to assess the model performance in the different scenarios.""; [feature_type,modalities] ""17 timing-related features were extracted from the signal, which were then used to classify the affective state and are reported in TABLE I.""; [model_family] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""; [modalities] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""",§III-A Data preprocessing (PDF p. 2); §III-B Features Extraction (PDF p. 3); §III-C1 Training and testing data (PDF p. 3); §III-C3 Classification Algorithms (PDF p. 4); §III-C3 Classification algorithms (PDF p. 4)
W052,10.1109/metroind4.0iot57462.2023.10180143,Affective state classification using timing-related features from short windowed PPG signal,evaluated_user_stats,Y,"[window_seconds,window_overlap_pct] ""the filtered PPG signal was split into 10 seconds windows with 3 seconds overlap between windows to further increase the number of samples. The window length was chosen as described to extract the highest number of windows from the entire signal, maintaining the time information of the signal within the single window. A small overlap value ensures independence between samples and a better generalization of the model during the affective state prediction. On the contrary, a long overlap can lead to similarity between samples. In this study, a 30% overlap was chosen being the best compromise""; [normalization,normalization_source,evaluated_recording_stats] ""Each window was normalized using the z-score normalization. This resulted in a signal having the same normal distribution with zero mean and unit standard deviation between windows and subjects.""; [split_type,n_train_subjects,n_test_subjects] ""The dataset was randomly split into 70% for training and 30% for testing based on the number of subjects. Therefore, 11 subjects were used for the training and the remaining 4 subjects were considered for the testing phase.""; [metric_aggregation] ""The performance of the model was then evaluated on the test data considering the subjects both individually and merged, in order to assess the model performance in the different scenarios.""; [feature_type,modalities] ""17 timing-related features were extracted from the signal, which were then used to classify the affective state and are reported in TABLE I.""; [model_family] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""; [modalities] ""The classification of emotional state, based on features extracted from 10 seconds PPG window, was performed using the k-Nearest Neighbor (k-NN) and the Support Vector Machine (SVM) classifiers as they proved to be simple and fast and were also already used in other studies [17], [22].""",§III-A Data preprocessing (PDF p. 2); §III-B Features Extraction (PDF p. 3); §III-C1 Training and testing data (PDF p. 3); §III-C3 Classification Algorithms (PDF p. 4); §III-C3 Classification algorithms (PDF p. 4)
W053,10.1109/jsas.2025.3648684,Stress Classification From ECG Signals Using Vision Transformer,window_seconds,1,"[Methods §IV-A] ""data were collected from 17 subjects; each took part in a 2-hour section. Unfortunately, due to device malfunction, data from subject 1 and 12 were discarded""; the study used ""raw data obtained from the chest-worn ECG signal"" and the WESAD tasks were ""three affective states (Amusement, Baseline, Stress) and binary classification (Stress, No-stress)"". [Methods §III-A] the method generates spectrograms from ""one-second (1s) ECG segments"" for the ""vision transformer"". [Methods §IV-A] both datasets use ""leave-one-subject-out cross validation (LOSOCV)"" in which ""models are trained with data from all-but-one subject, and tested on the held out subject"". [Results Tables VII–VIII] the WESAD averages are ""76.7"" for three-class accuracy and ""88.3"" for binary accuracy.
[Methods §IV-A] ""data were collected from 17 subjects"" and ""subject 1 and 12 were discarded""; the study used ""raw data obtained from the chest-worn ECG signal"" and WESAD ""binary classification (Stress, No-stress)"". [Methods §III-A] the ""vision transformer"" method uses ""one-second (1s) ECG segments"". [Methods §IV-A] experiments use ""leave-one-subject-out cross validation (LOSOCV)"" and models are trained ""with data from all-but-one subject, and tested on the held out subject"". [Results Table VIII] the WESAD binary-classification average is ""88.3"" accuracy.",§III-A ECG signal to spectrogram conversion; §IV-A ECG Databases; Tables VII–VIII (arXiv:2603.26721)
W053,10.1109/jsas.2025.3648684,Stress Classification From ECG Signals Using Vision Transformer,split_type,loso,"[Methods §IV-A] ""data were collected from 17 subjects; each took part in a 2-hour section. Unfortunately, due to device malfunction, data from subject 1 and 12 were discarded""; the study used ""raw data obtained from the chest-worn ECG signal"" and the WESAD tasks were ""three affective states (Amusement, Baseline, Stress) and binary classification (Stress, No-stress)"". [Methods §III-A] the method generates spectrograms from ""one-second (1s) ECG segments"" for the ""vision transformer"". [Methods §IV-A] both datasets use ""leave-one-subject-out cross validation (LOSOCV)"" in which ""models are trained with data from all-but-one subject, and tested on the held out subject"". [Results Tables VII–VIII] the WESAD averages are ""76.7"" for three-class accuracy and ""88.3"" for binary accuracy.
[Methods §IV-A] ""data were collected from 17 subjects"" and ""subject 1 and 12 were discarded""; the study used ""raw data obtained from the chest-worn ECG signal"" and WESAD ""binary classification (Stress, No-stress)"". [Methods §III-A] the ""vision transformer"" method uses ""one-second (1s) ECG segments"". [Methods §IV-A] experiments use ""leave-one-subject-out cross validation (LOSOCV)"" and models are trained ""with data from all-but-one subject, and tested on the held out subject"". [Results Table VIII] the WESAD binary-classification average is ""88.3"" accuracy.",§III-A ECG signal to spectrogram conversion; §IV-A ECG Databases; Tables VII–VIII (arXiv:2603.26721)
W053,10.1109/jsas.2025.3648684,Stress Classification From ECG Signals Using Vision Transformer,metric_aggregation,mean_over_subjects,"[Methods §IV-A] ""data were collected from 17 subjects; each took part in a 2-hour section. Unfortunately, due to device malfunction, data from subject 1 and 12 were discarded""; the study used ""raw data obtained from the chest-worn ECG signal"" and the WESAD tasks were ""three affective states (Amusement, Baseline, Stress) and binary classification (Stress, No-stress)"". [Methods §III-A] the method generates spectrograms from ""one-second (1s) ECG segments"" for the ""vision transformer"". [Methods §IV-A] both datasets use ""leave-one-subject-out cross validation (LOSOCV)"" in which ""models are trained with data from all-but-one subject, and tested on the held out subject"". [Results Tables VII–VIII] the WESAD averages are ""76.7"" for three-class accuracy and ""88.3"" for binary accuracy.
[Methods §IV-A] ""data were collected from 17 subjects"" and ""subject 1 and 12 were discarded""; the study used ""raw data obtained from the chest-worn ECG signal"" and WESAD ""binary classification (Stress, No-stress)"". [Methods §III-A] the ""vision transformer"" method uses ""one-second (1s) ECG segments"". [Methods §IV-A] experiments use ""leave-one-subject-out cross validation (LOSOCV)"" and models are trained ""with data from all-but-one subject, and tested on the held out subject"". [Results Table VIII] the WESAD binary-classification average is ""88.3"" accuracy.",§III-A ECG signal to spectrogram conversion; §IV-A ECG Databases; Tables VII–VIII (arXiv:2603.26721)
W054,10.1016/j.bspc.2025.109208,Automated stress detection with explainable-AI transformer TabNet technique and physiological signals,window_seconds,25,"[split_type] ""the chosen cross-validation strategy LOSO-CV, as well as the rigorous hyperparameter selection process for optimal performance.""; [window_seconds,feature_type] ""The data is then used to create temporal (statistical) features using 25 s sliding widow.""; [resampling_applied] ""Moreover, the varying frequency of the datasets were then converted to 64 Hz and EDA at 4 Hz to match the Empatica E4 sampling rates.""; [model_family,task_n_classes,class_definition] ""The research involves an in-depth analysis of three AI models (i.e., TabNet, SVM and XGBoost) to classify the stress and no-stress conditions in human subjects.""; [modalities] ""from the initial HR and EDA data, we extracted newer statistical features. These resulted in 21 features along with the original HR and EDA.""",§3.1 Preprocessing (PDF p. 3); §3.4 Model Design Procedure (PDF p. 4)
W054,10.1016/j.bspc.2025.109208,Automated stress detection with explainable-AI transformer TabNet technique and physiological signals,split_type,loso,"[split_type] ""the chosen cross-validation strategy LOSO-CV, as well as the rigorous hyperparameter selection process for optimal performance.""; [window_seconds,feature_type] ""The data is then used to create temporal (statistical) features using 25 s sliding widow.""; [resampling_applied] ""Moreover, the varying frequency of the datasets were then converted to 64 Hz and EDA at 4 Hz to match the Empatica E4 sampling rates.""; [model_family,task_n_classes,class_definition] ""The research involves an in-depth analysis of three AI models (i.e., TabNet, SVM and XGBoost) to classify the stress and no-stress conditions in human subjects.""; [modalities] ""from the initial HR and EDA data, we extracted newer statistical features. These resulted in 21 features along with the original HR and EDA.""",§3.1 Preprocessing (PDF p. 3); §3.4 Model Design Procedure (PDF p. 4)
W058,10.1109/ichih63459.2024.11064910,Study of a Hybrid CNN-SVM Model for Stress Detection with Automated Heart Rate Variability Feature Extraction Method,split_type,random_sample,"[split_type,split_detail] ""the normalized data are randomly shuffled to prevent potential data order bias. The datasets are then split into training and test sets following an 8:2 ratio.""; [modalities,feature_type] ""This study focuses on ECG signal data from the selected da- tasets, with HRV parameters serving as the foundation for stress detection and classification.""; [model_family] ""The CNN-SVM [16] proposed in this paper integrates a typ- ical CNN architecture as the feature extractor and an SVM as the classifier.""",§II-C Data Process (PDF p. 2); §III-B Model Structure (PDF p. 3)
